avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctMarriedHouseholds,BirthRate
87,41,216.8,457.3,27709,15693,33.7,0,"[22640, 34218.1]",40.8,40.3,41,"Knott County, Kentucky",2.57,49.2,17.4,23.4,,2.1,35.1,6.2,36.5,14.6,47.1,33.5,31.8,51,34,51.18649733,6.41509434
209,85,224.6,560.5,26048,31730,34.9,0,"[22640, 34218.1]",39.2,37.8,40.7,"Knox County, Kentucky",2.5,47.5,20,45.2,33.8,1.1,40.7,5.5,37.8,15.7,40.3,30.2,27.6,55.5,38.7,45.63246972,4.863950374
86,35,192.6,505.2,40312,14241,18,0,"(37413.8, 40362.7]",40.6,39.5,42.7,"Larue County, Kentucky",2.6,49.4,9.6,47.8,38.7,4,43.1,6.7,50.8,9.3,57.7,41.9,35.9,46.8,26.7,51.95195195,5.039267016
345,138,216.7,531.7,34678,60094,24.7,0,"(34218.1, 37413.8]",38.5,37.8,39.4,"Laurel County, Kentucky",2.54,52.9,16.1,42.1,36.1,5.7,37.9,6.8,47,12.4,53.3,40.6,34,43.8,27.7,51.63615956,5.76001128
98,49,269.2,524.8,32835,15745,25.9,1397.268974,"[22640, 34218.1]",40.3,39,41.3,"Lawrence County, Kentucky",2.6,57.2,19.8,39.7,,1.5,41.5,6.2,42.6,7.8,54.3,42.1,38.6,43,26.5,56.87054533,3.753424658
48,25,275.9,528.6,25473,6752,35,0,"[22640, 34218.1]",41.9,39.9,45.1,"Lee County, Kentucky",2.2,44.6,32.8,35.8,,0,42.5,3.4,29,12.2,41.5,30.3,29.2,52.4,37.1,42.14760406,2.731512325
76,36,262.7,558.3,27777,10711,33,0,"[22640, 34218.1]",42,40.6,42.8,"Leslie County, Kentucky",2.59,49.5,23.4,51.5,,0,33.8,5.3,31.7,17,46.5,,32.5,51.5,33.4,48.69879518,3.237555645
156,67,226.5,527.4,28574,23123,30.1,129.7409506,"[22640, 34218.1]",41.6,41,42.8,"Letcher County, Kentucky",2.44,55.2,24.7,28.5,,1,36.1,7.1,38,12.6,47,33.1,30.9,52.3,34.6,52.30400334,5.618408437
81,39,239.3,492.5,30217,13682,34.4,0,"[22640, 34218.1]",40.8,40.5,41,"Lewis County, Kentucky",2.54,55.1,24.3,40.3,,1.7,42.2,5.4,42.2,8.4,49.1,36.9,33.5,47.6,30.9,53.7874558,3.777923784
152,59,199.1,523.1,35368,24463,27.6,81.75612149,"(34218.1, 37413.8]",40.3,39.1,41.9,"Lincoln County, Kentucky",2.48,53.9,14.9,47.3,,0.5,44.5,6.6,47.4,10.5,55.7,41.5,36.1,42.4,25.6,52.04708291,7.499096494
78,30,211.7,578.6,42892,9316,14.1,0,"(42724.4, 45201]",45.9,45.6,46.2,"Livingston County, Kentucky",2.44,61.1,22.7,43.6,31.3,2.5,46.9,4.9,49.8,6.7,67.4,49.7,44,40.9,20.7,59.77522216,1.418067227
175,68,206.8,538,41150,26910,16.9,0,"(40362.7, 42724.4]",40.5,39,41.8,"Logan County, Kentucky",2.44,52.2,20.3,43.8,31.2,4.8,40.3,8.3,49.4,7.7,60.1,45,38.7,39.2,22.1,48.56485741,4.897396103
63,27,202,482.7,43067,8306,15.4,601.9744763,"(42724.4, 45201]",49,45.5,52.2,"Lyon County, Kentucky",2.19,46.9,19.7,59,,1.7,39,10.3,36,7.6,70.1,46.9,41.6,40.9,16.6,49.65944272,2.598366741
409,150,168.9,484.1,41216,65018,17.5,415.2696176,"(40362.7, 42724.4]",42.5,41.2,43.7,"McCracken County, Kentucky",2.33,49,17.2,35.6,,4.6,31.3,13.6,55.2,6.1,65.2,50.3,43.8,37.9,21.1,45.15519372,5.282054823
107,51,265.8,547.8,24265,17878,47,0,"[22640, 34218.1]",38.8,37.2,40.4,"McCreary County, Kentucky",2.56,47.4,19,48.9,,0,40.5,3.2,30.4,19,42.5,24.1,20.1,57.2,39.1,51.10721682,1.549958483
65,28,215.1,525.3,42288,9512,16.9,0,"(40362.7, 42724.4]",41.8,40.1,43,"McLean County, Kentucky",0.025,60.1,13.6,40.1,,5.5,39.9,6.1,52.4,8.4,63.9,47.1,41.3,41.9,22.5,57.86113328,7.128810226
423,164,205,523.5,44358,87824,19.7,0,"(42724.4, 45201]",33.9,33.2,34.8,"Madison County, Kentucky",2.49,44.8,5.7,24.8,,9.2,29.5,16.7,56.7,8.6,68.2,55.8,47.8,31.4,17.9,47.19623253,4.761498421
81,31,221.5,554.7,29421,12808,30.2,312.3048095,"[22640, 34218.1]",41,39.9,41.7,"Magoffin County, Kentucky",2.57,52.6,13.1,44,,0.5,37.8,3.9,35.3,12.2,44.6,32.9,29.4,53,35.9,53.18254604,5.955168953
110,44,193.4,510.2,39089,19365,21.8,0,"(37413.8, 40362.7]",38.8,38,39.6,"Marion County, Kentucky",2.51,49.9,15.9,48.5,33,2.6,44.8,8.1,50.7,9.2,65.5,51.6,46.4,37.3,20.9,49.87153482,7.024889509
221,85,185.3,496.5,45596,31101,13.1,0,"(45201, 48021.6]",44.9,43.7,46.1,"Marshall County, Kentucky",2.43,59,23.5,37.1,31.3,8.1,41,9.3,,7.7,68.2,50.5,46.1,39.7,20.7,57.14965878,4.006754682
71,36,270.4,529.6,27484,12307,40.6,0,"[22640, 34218.1]",38.1,35.6,41.8,"Martin County, Kentucky",2.57,51.4,19.8,52,,0.2,39.5,2.5,23.9,20.6,39.2,28.3,26.6,56.5,39.7,52.68518519,4.36746988
121,53,248.1,578.9,40260,17099,18.6,0,"(37413.8, 40362.7]",41.1,39.3,42.6,"Mason County, Kentucky",2.52,53.3,18.3,31.8,42.3,7.6,38.3,7.5,52.4,6.2,63.6,,43.5,38.7,20.8,51.97446556,5.546875
147,60,225.1,538.4,52377,27924,12.6,0,"(51046.4, 54545.6]",36.7,36.9,36.5,"Meade County, Kentucky",2.73,57.1,20.1,47.6,,3.2,39.8,8.4,,11.5,67.9,48.3,36,35.6,17.3,59.26801589,6.956521739
43,19,229.5,548.3,30828,6358,27.1,0,"[22640, 34218.1]",41.6,40.6,42.8,"Menifee County, Kentucky",2.56,53,14.4,48.9,29.2,7.5,39.1,6.5,42.4,14.7,51.2,,33.6,48.9,31.5,52.61639885,4.84804631
143,57,206.3,536.1,43945,21407,17.6,0,"(42724.4, 45201]",42.6,40.7,44.7,"Mercer County, Kentucky",0.024,56.4,11.9,46.8,37.7,3.6,38.8,10.9,54.4,11.5,66,49.6,44,38,20.6,53.73980054,5.675616678
63,28,218,492.1,30460,9909,25.2,0,"[22640, 34218.1]",43.4,42.2,44,"Metcalfe County, Kentucky",2.51,58.4,17.7,35.2,,2.8,40.9,6.1,50.3,7.4,51.8,36.7,33.9,44.6,26.8,56.45325203,11.46987952
74,33,227.9,511.5,30172,10667,26.2,0,"[22640, 34218.1]",42.7,40.2,44.3,"Monroe County, Kentucky",2.39,55.9,16.3,42.3,,2.2,41.8,8.1,46.2,9.5,55.3,39.6,33.1,48.3,30.3,53.49988746,3.581020591
152,61,205.9,518.9,41139,27608,20.8,470.8780064,"(40362.7, 42724.4]",38.8,36.7,41.1,"Montgomery County, Kentucky",2.61,48.4,21.7,39.1,,4.6,39.1,10,51.1,10.4,59.6,,41.7,39.1,22.5,48.1167057,5.746046657
77,36,242.8,498.8,30872,13275,30.4,0,"[22640, 34218.1]",40.7,39.4,42.9,"Morgan County, Kentucky",2.45,51.9,23.5,40.2,,0.9,36.2,6.6,,9.6,47.3,36.2,32.7,51.8,33.7,56.8843594,6.742424242
190,85,207.1,472,38916,31183,21.6,0,"(37413.8, 40362.7]",41.5,39.5,43.1,"Muhlenberg County, Kentucky",2.6,55.2,20,42.2,,3.4,42.1,5,45.3,10.3,60.5,45.9,42.4,40.3,22.9,56.41736719,5.430404297
252,85,185.4,551.5,54540,45126,12.7,421.043301,"(51046.4, 54545.6]",37.9,36.4,39.5,"Nelson County, Kentucky",2.62,54.7,12.1,50.2,,1.7,42,9.7,58.4,9.8,68.5,54.6,49.6,34.3,19.8,55.86608789,7.048374906
49,23,267.6,552.9,37061,7131,19.4,0,"(34218.1, 37413.8]",501.6,39.9,43.3,"Nicholas County, Kentucky",2.47,54.6,21.9,41.9,,0,40.7,6,51,7.7,55.3,40.2,34.8,42.4,25.4,53.15155807,4.939063502
153,65,222.1,533.6,38261,24216,19.7,0,"(37413.8, 40362.7]",40.2,38.3,41.3,"Ohio County, Kentucky",2.7,57.2,12.3,53.5,,3.4,42.8,5.2,47.5,9.6,59.9,,41.7,42.5,24.6,57.92579144,7.169811321
301,85,163.6,519.6,92097,64875,5.5,0,"(61494.5, 125635]",39.6,39.2,39.9,"Oldham County, Kentucky",2.98,57.5,17.4,32.6,42.1,7.9,23,24.1,60.5,4.3,85.1,72.5,64.4,20,8.5,68.27869684,4.704009263
67,21,159.8,514.8,43626,10730,17.4,0,"(42724.4, 45201]",41.7,41.6,41.8,"Owen County, Kentucky",2.59,54.5,17,57.1,,7.5,47,8.3,51.6,8.6,66,51.2,47,38.6,21.4,53.21367936,5.220713073
31,16,263.1,493.7,23047,4461,45.1,0,"[22640, 34218.1]",43,42.6,43.9,"Owsley County, Kentucky",2.56,52.7,33,35.9,29.3,1.8,34.6,8.5,31.8,8.8,35.9,26.6,21.9,59.3,41.4,42.63959391,4.527559055
81,31,188.1,497.1,47023,14408,15.6,0,"(45201, 48021.6]",41.5,40.7,42.2,"Pendleton County, Kentucky",2.67,55.5,10.7,47.6,31.4,10.3,47.9,7.2,56.2,6.4,67,53.8,49.5,36.5,21.2,56.23599701,5.568862275
192,93,280.8,579.2,31265,27565,27.5,834.3914384,"[22640, 34218.1]",41.4,40.2,41.8,"Perry County, Kentucky",2.47,53.6,23,35.5,33.9,7.6,32.2,7.3,41.3,13.9,48.3,,33.3,48.4,32.1,50.8032491,4.955913652
400,182,238.4,518.3,32666,61792,27.4,80.91662351,"[22640, 34218.1]",41.1,40.1,42.3,"Pike County, Kentucky",2.38,54.6,19.5,35.8,,6.3,36.4,6.6,40.6,10.7,53.1,38.2,35.4,49.4,30.6,51.64216812,5.073851204
91,40,292.5,630.4,32783,12269,26.7,0,"[22640, 34218.1]",38.4,38.1,38.9,"Powell County, Kentucky",2.56,45.4,30.1,40.9,26.7,2.4,40.7,6.1,44.5,8.3,52.9,40.7,36.2,46.2,29.8,42.68932243,5.682216766
418,178,219.5,523.2,32767,63782,26,0,"[22640, 34218.1]",42,40.8,43.3,"Pulaski County, Kentucky",2.45,52.1,16,31.7,,5.8,41.2,8.6,50.4,9.1,60.1,34.5,28.8,45,23.8,49.29082171,6.00624025
17,9,274,530.3,37281,2138,23,0,"(34218.1, 37413.8]",46.7,47.3,46.3,"Robertson County, Kentucky",2.31,53,5,54.8,,0,36.1,9.8,44.1,6.7,55.8,43.4,38.6,46.3,32.4,52.25806452,1.204819277
110,47,228.1,524.4,33789,16942,24.1,0,"[22640, 34218.1]",41.8,41.3,42.3,"Rockcastle County, Kentucky",2.51,55.3,9.4,33.8,,3.8,43.2,4.6,44.3,11,55.3,36.7,33.1,46,28.9,53.10376076,4.281183932
125,54,235.2,540.5,37287,23892,23.4,41.85501423,"(34218.1, 37413.8]",32.2,30.9,33,"Rowan County, Kentucky",2.44,41.6,9,16,,4,31,11.1,51.5,6.5,61.2,50,43.6,34.8,20.5,45.80894404,4.886769964
110,52,214.9,471.5,33623,17662,26.3,0,"[22640, 34218.1]",42.9,41,44.2,"Russell County, Kentucky",2.48,49.9,16.1,36.5,,2.5,36.6,6.7,,11.8,50.7,33.2,27.4,49.2,27.9,46.04255319,3.919463087
215,72,179.6,507.3,61989,52420,10.9,0,"(61494.5, 125635]",35.8,35.3,36.4,"Scott County, Kentucky",2.65,55.6,15,35.3,,7.4,30.7,17.2,65.3,6.9,75.4,64,58.1,24.8,13.9,56.81016231,5.258156478
219,69,155.7,486.6,57447,45632,12.8,153.401122,"(54545.6, 61494.5]",38.7,38.3,38.8,"Shelby County, Kentucky",2.67,55.7,26.3,36.9,,3.8,31.8,14.1,60.9,5.7,71.6,56.9,50.9,29.3,14.1,58.37739174,5.768189204
114,46,225.7,563.4,45269,18006,15,0,"(45201, 48021.6]",39.6,37.7,41.8,"Simpson County, Kentucky",2.56,52.4,17.2,38.4,,4.1,42.6,10.2,54.5,7,61.9,49.1,43.3,36.6,20.8,50.15457088,5.726431608
92,30,180.9,530.2,67437,17894,8.8,0,"(61494.5, 125635]",40.5,40.7,40.3,"Spencer County, Kentucky",2.72,64.1,12.8,36.9,47.2,3.1,35.6,12.7,62.6,6.4,78.9,65.3,61.5,25.2,12.3,66.0330321,6.220984215
157,64,205,524.1,34633,25420,26.7,0,"(34218.1, 37413.8]",39.2,37.5,40.7,"Taylor County, Kentucky",2.46,45.6,9.6,39.8,,4.1,40.6,8.1,51.8,9.6,55.7,40,34.6,44.1,25.9,45.73340196,4.008328995
63,25,183.7,453.4,40002,12531,19.3,0,"(37413.8, 40362.7]",36.9,36.1,38.2,"Todd County, Kentucky",2.7,53.7,19.3,44.2,35.1,1.4,41.9,6.3,48.9,8.5,52.5,38.5,31.8,39.6,24.4,52.7479746,6.25698324
94,44,214.9,462.8,44676,14233,15.8,0,"(42724.4, 45201]",45.1,44.2,45.5,"Trigg County, Kentucky",2.35,56.6,15.1,25.2,,15.5,30.1,9.4,48.8,8.4,62.3,42.8,34.5,38.8,18.4,52.82673761,4.195088677
53,22,228.4,540.3,46708,8769,16.2,0,"(45201, 48021.6]",41.1,39.8,41.6,"Trimble County, Kentucky",2.46,60.3,22.4,43.1,,0.9,47.2,6.6,51.5,14.6,66.7,51.5,47.7,33.7,17.6,57.60992108,5.038961039
77,33,195.5,457.7,44119,15050,18.9,0,"(42724.4, 45201]",37.1,33.7,42.2,"Union County, Kentucky",2.43,47.9,29.8,43.5,24.4,2.3,40.2,6.1,49.7,7.8,60.9,46.4,41.7,38.7,22.5,50.4494786,4.645550528
522,208,192.7,483.8,48925,122851,18.3,32.55976752,"(48021.6, 51046.4]",32.8,31.9,33.8,"Warren County, Kentucky",2.48,47.2,8,29.6,,8.1,30.9,17.2,59.9,7.9,68.2,56,49.6,30.5,17.8,47.69427369,5.172199041
66,27,180.2,463,39983,12063,19.7,0,"(37413.8, 40362.7]",41.5,39.1,42.5,"Washington County, Kentucky",2.56,52.6,14.8,29.2,53.4,2.6,41.6,6.8,57.3,6.1,68.7,53,46.1,33.9,16.6,53.83759733,5.399151562
128,55,202.2,480.4,30619,20464,26.2,0,"[22640, 34218.1]",42,41.2,44.1,"Wayne County, Kentucky",2.57,48.7,16.6,40.3,40.8,2.3,37,4.4,39.9,12.6,50.2,34.4,29.8,51.9,30.3,48.37691045,6.951992754
83,36,213.7,508.3,43024,13170,17.3,0,"(42724.4, 45201]",39.7,38.2,42,"Webster County, Kentucky",2.54,56.5,17.5,41.1,,1.8,42.3,5.3,48.9,7.2,62.7,48.7,45.5,38.6,20.8,56.54123611,4.724137931
217,96,240.1,531.3,31086,36129,29.8,0,"[22640, 34218.1]",37.1,35.6,38.1,"Whitley County, Kentucky",2.6,48.4,10.7,45.3,,9.4,37.1,8.9,44.2,10.2,48.5,,31.7,48.8,33.2,50.09153318,7.104526365
50,23,259.5,570.6,25768,7259,36.2,0,"[22640, 34218.1]",41.8,40.6,42.6,"Wolfe County, Kentucky",2.45,49.7,9.2,53.9,,2.4,38.5,5.6,34.4,9.7,39.3,,23.9,57.4,40.2,45.30500343,5.395462906
142,53,182.8,485.2,57067,25793,11.2,0,"(54545.6, 61494.5]",41.9,40.8,42.7,"Woodford County, Kentucky",2.55,56.7,9.4,39.7,,8.1,28.9,20.2,63.3,4.8,75.7,60.4,52.1,28.2,13.5,55.73352377,4.961767205
323,151,230.5,492.7,40269,62577,22,0,"(37413.8, 40362.7]",35.7,34.7,37.2,"Acadia Parish, Louisiana",2.7,47.3,24.6,35.9,36.6,2.9,39.2,7.6,52,10.1,56.5,44.6,38.9,37.4,23.1,47.0950042,6.938635585
123,54,201.6,450,36852,25683,22.5,0,"(34218.1, 37413.8]",38.5,37.6,40.4,"Allen Parish, Louisiana",2.66,41.6,31.5,45.6,,4,44,6.9,40.4,8.9,58,43.7,39.8,40.2,23.8,45.16008471,5.988023952
455,151,170,484.5,67299,119455,13.7,0,"(61494.5, 125635]",34.8,33.8,35.8,"Ascension Parish, Louisiana",2.84,54.4,14.4,36.2,,3.7,34.6,18.9,64.2,6.4,71.5,61.9,56.8,25.1,15.4,56.52954375,6.260702788
120,51,188.9,450.6,46317,22842,17.8,131.3370108,"(45201, 48021.6]",39.3,37.9,40.7,"Assumption Parish, Louisiana",2.64,49.1,23.9,38.6,,3.9,39.5,7.5,,10.3,58.7,43.4,39.2,39.4,22.2,49.20323326,5.233611011
242,111,228,501.8,34022,41103,25.5,0,"[22640, 34218.1]",38.2,36.9,39.6,"Avoyelles Parish, Louisiana",2.52,44.8,34.2,37.1,,1.1,41.3,6.3,46.1,9.6,51.6,37.7,32.2,41.4,24.1,45.53971759,5.000553159
178,75,198.3,463.7,43918,36462,18.9,0,"(42724.4, 45201]",37.5,35.9,39.3,"Beauregard Parish, Louisiana",2.69,55,29.6,46.1,19.2,5.1,42.7,10.7,50.5,5.7,59.6,44.4,35,35.9,19.8,55.69495134,3.558718861
18,7,153.9,405.8,27512,3141,37.3,0,"[22640, 34218.1]",40.3,37.5,43.4,"Clay County, Georgia",2.57,38.4,43.3,40.2,,0,44.8,2.7,35.6,19.2,35.2,22.2,19.6,51.9,34.2,33.8123415,14.87889273
886,291,165.3,452.9,42985,273955,22.9,29.20187622,"(42724.4, 45201]",32.4,30.4,34.1,"Clayton County, Georgia",2.97,35.8,22.3,37.2,,5.5,32,12.2,57.2,14.1,49.4,41,35.8,32.4,23.7,35.92963409,5.066533644
33,13,190,442.3,31577,6893,28.5,0,"[22640, 34218.1]",36.1,35.1,38.5,"Clinch County, Georgia",2.49,41.9,27.8,28.4,,10.5,35.4,7.4,45.3,10.7,46.2,34.5,31.3,42.5,27.1,39.05462999,11.29568106
2864,853,151.9,470.3,66970,741334,13,148.3811615,"(61494.5, 125635]",36,34.9,37.1,"Cobb County, Georgia",2.64,51.2,16,26.1,,13.7,19.5,29.2,65.5,8,70.2,60.9,53.1,20.8,12.1,50.53198618,4.671194475
175,78,189.2,418.6,33125,43108,28.1,0,"[22640, 34218.1]",35.2,34.1,36.7,"Coffee County, Georgia",2.73,41.7,20.1,41.3,,3.4,39.1,8.6,45.9,8.3,46.4,36.8,32.9,38.4,26.3,44.44522031,5.763286469
220,89,184,463.3,33509,45844,26.5,0,"[22640, 34218.1]",35.5,34.4,36.8,"Colquitt County, Georgia",2.86,47.2,36.5,37,,2.1,36.7,8.1,52.7,8.3,41.2,31.2,27.9,39.5,26.2,49.62191015,6.092124814
494,181,156.9,409.8,68067,144052,9.5,0,"(61494.5, 125635]",36.6,35.4,37.6,"Columbia County, Georgia",2.98,57,13.9,36.1,40.8,9.2,23.8,21.6,58.1,7.1,78.8,62.7,49.9,22.3,9.6,62.82316215,5.223686116
89,35,183.4,483.1,32408,17124,26.1,0,"[22640, 34218.1]",36.7,35.6,37.5,"Cook County, Georgia",2.74,50.2,27.4,41.1,,1.1,39.5,8,54.1,6.6,45,33.4,28.9,38.4,24.8,51.46987169,7.78998779
555,199,169.3,453.6,60809,138427,12.5,202.272678,"(54545.6, 61494.5]",37.6,36.9,38.4,"Coweta County, Georgia",2.73,57.8,15.2,37.6,39.5,7.8,31.6,18,60.7,7,73.5,60.8,54.6,25.4,13.1,58.15650819,6.63071161
71,28,197.9,468.9,43111,12388,19.9,0,"(42724.4, 45201]",43.5,42.6,44.5,"Crawford County, Georgia",2.72,48.8,25.8,21.6,45.1,7.5,35.6,8.4,48,11,57.5,45.6,40.4,38.3,23.4,51.98325253,2.190865206
113,47,164.9,408.9,31176,22881,32.5,0,"[22640, 34218.1]",38.4,35.6,40.3,"Crisp County, Georgia",2.64,45.3,27.6,29.4,,1.6,35.7,8.9,47.7,15.5,46.7,35.3,30.5,44.5,29.3,45.87134773,5.115327381
83,47,238.2,423.9,42953,16264,16.4,0,"(42724.4, 45201]",40.7,39.9,41.5,"Dade County, Georgia",2.47,57,10.9,29.7,,1.9,35.5,10.2,56.9,6.1,62.3,50.1,42.4,32.8,18,62,3.774056486
124,45,179,473.3,57491,23312,11.8,0,"(54545.6, 61494.5]",41.5,41.2,42.1,"Dawson County, Georgia",2.74,57.1,22.5,20.1,54.1,3.3,29,19.6,53.3,8.5,67.7,54.2,47.5,30.3,15.4,59.5762815,6.774789571
130,64,198.3,407.8,33968,27174,27.7,0,"[22640, 34218.1]",37.4,34.1,40.6,"Decatur County, Georgia",2.46,43.4,24.4,31.6,,5.7,34.9,9.3,46.1,6.5,48.9,37.8,34.5,40.4,27.2,40.955342,4.241143971
2841,914,157.4,462.8,50597,734871,20.4,700.8032702,"(48021.6, 51046.4]",35.1,33.8,36.4,"DeKalb County, Georgia",2.63,38.2,18,28.5,,11.3,21,24.2,61.3,11.3,61.3,51.9,44.9,27.2,17.6,36.27241993,5.74981682
110,47,190.6,448.2,32293,20882,25.9,0,"[22640, 34218.1]",40.2,37.4,42.9,"Dodge County, Georgia",2.35,44.9,23.3,41.1,,1.6,42.1,8.9,45.9,9.8,56.1,43,39,39.7,22.4,44.56845238,5.125899281
57,21,124.3,337.1,31103,14035,30.4,0,"[22640, 34218.1]",41.4,38.9,43.2,"Dooly County, Georgia",2.52,40.3,27.3,45.8,,1.9,43.4,6.7,41.8,11.7,48.3,,32.9,40.4,23.9,43.40527578,1.972242513
486,187,194.2,501.8,32150,91332,31.7,306.5738186,"[22640, 34218.1]",34.2,32.6,35.7,"Dougherty County, Georgia",2.52,33.6,23.8,26.1,,3.8,29.3,11.1,47,18,48.9,35.8,30.6,41.3,26.8,32.24368918,6.218730618
519,185,175.3,462.3,54581,140733,14.2,28.42261588,"(54545.6, 61494.5]",35.9,34.5,36.9,"Douglas County, Georgia",2.87,47.7,19.1,33.9,,5.4,31.2,16.7,59.6,10.5,64.9,54.1,48.7,27,16.1,49.25125852,6.214984071
65,28,200.4,476.1,34906,10575,29.9,0,"(34218.1, 37413.8]",40.3,38.5,42,"Early County, Georgia",2.62,39.2,24.5,27.4,,4.7,38.1,8.3,45.4,9.4,50.5,39.8,34.9,41.3,27,39.36196935,4.907216495
19,5,126.4,538.1,34444,4040,27.1,0,"(34218.1, 37413.8]",35.4,37.2,33.9,"Echols County, Georgia",2.86,52.1,26.4,33.2,37.9,2.5,36.2,6.5,53.7,10.1,40.2,31.4,28.3,35.9,24.9,53.31920904,1.424501425
230,87,201.7,492,61195,57106,11,35.02258957,"(54545.6, 61494.5]",36.1,34.9,37.2,"Effingham County, Georgia",2.95,55.1,16.3,42,40,1.7,38.2,11.5,61.1,6,70.2,59,52.3,23.5,13,60.07486979,5.321944809
116,47,176.8,454.2,35351,19364,21.4,0,"(34218.1, 37413.8]",41.3,39.9,42.9,"Elbert County, Georgia",2.49,48.1,20,27.3,,3.2,45.7,5.7,46,10.8,52.9,39.3,35.1,44,27.3,45.09297521,7.219802888
111,52,205,438.2,30119,22708,32.7,0,"[22640, 34218.1]",36.9,35.1,38.8,"Emanuel County, Georgia",2.68,41.7,19.7,38.1,,4.6,40.2,6.1,47,13.2,43.4,33.3,29.7,43.1,29.4,41.49092693,8.514774495
54,24,194.4,444.5,33293,10787,26.6,0,"[22640, 34218.1]",35.3,35.5,35.1,"Evans County, Georgia",0.026,47.6,15.2,33.7,48.8,2.3,37.9,10.3,48.6,10.3,52.1,38.5,34.3,41.8,27.5,45.90657961,7.363601679
163,71,182.8,448.7,37813,24303,19.6,205.7359174,"(37413.8, 40362.7]",50.2,49.6,50.5,"Fannin County, Georgia",2.48,55,25.1,30.5,,5.1,38.8,10.2,43.3,12,52.2,,26.5,46.1,26.7,53.35436383,4.835115865
554,168,140.8,455.4,79069,110714,6.9,72.25825099,"(61494.5, 125635]",43.3,42,44.2,"Fayette County, Georgia",2.8,60,19.9,26.9,,13,21.5,28.8,57.8,7.6,80.4,64.8,54.9,24,9.9,65.2835085,3.49249879
296,124,165.7,409.2,46867,63508,15.8,0,"(45201, 48021.6]",43.6,42.4,45.1,"Walton County, Florida",2.45,51.6,22,35.9,,4.1,28.1,17.6,52.2,7.9,57.5,,29.1,37.8,20.9,50.4853129,6.476142726
100,43,202.2,491.6,34553,13886,20.6,0,"(34218.1, 37413.8]",43.7,42.7,44.3,"Lamar County, Alabama",2.27,61.6,26.7,32,38.8,2.5,37.1,6.8,47,10.2,59,39.9,34.6,45.3,23.1,55.5392636,7.489134069
108,64,209.1,356.3,36482,24687,20,0,"(34218.1, 37413.8]",40.9,39.5,43.1,"Washington County, Florida",2.66,46.6,26.3,38.7,,0,41.3,6.7,41,11.5,54,37,30.6,47.8,27,50.38806694,5.908289242
81,36,174,388.5,36642,18454,24.9,0,"(34218.1, 37413.8]",38.6,37.6,39.8,"Appling County, Georgia",2.63,50.1,26.5,48,24.4,1.2,42.8,8.2,49.5,7.9,49.6,38.1,33.3,39.7,26.4,50.80739871,6.281957633
32,15,213.5,403.2,31740,8398,26.5,0,"[22640, 34218.1]",34.9,34.8,34.9,"Atkinson County, Georgia",2.98,49.8,42,21.7,36.3,0,39.2,5.2,54.9,7.3,40.5,32.9,28.6,36.7,24.8,48.44877345,5.448065173
48,24,192,378.7,34201,11299,25.9,0,"[22640, 34218.1]",37.1,35.6,37.9,"Bacon County, Georgia",2.71,53.5,42.3,29,,4.6,40.5,7.9,52.3,4.4,51.6,40.7,34.4,39.2,26.2,52.49303974,3.53909465
21,6,127.6,488.4,43115,3180,27.3,0,"(42724.4, 45201]",42.6,40.7,44.1,"Baker County, Georgia",2.55,47.7,12.9,54.7,,0,42.2,4.3,47.1,7.1,50.4,41,33.8,35.9,24,47.79240899,5.354752343
212,86,186.1,445.9,37008,45459,29.5,0,"(34218.1, 37413.8]",34.1,34.6,33.6,"Baldwin County, Georgia",2.62,34.6,9.1,22.7,,6,39,9.2,43.4,8.4,65.6,52.7,47.9,32.5,18.4,36.44386031,3.145390664
85,26,138.7,433,46018,18495,16.9,0,"(45201, 48021.6]",40.4,40.3,40.5,"Banks County, Georgia",2.8,57.1,15.2,46.9,36.3,1.6,45.5,7.2,53.8,8.5,61.1,47.2,42,33.4,18.2,58.96535938,4.162724693
281,114,192,457.7,49698,75370,13,0,"(48021.6, 51046.4]",34.8,32.9,36.2,"Barrow County, Georgia",3.05,52,25,38.3,,2.1,35,11.5,59,10.1,62.1,52.3,46.4,28.5,18.3,55.19524618,5.318186956
94,43,218.3,471.1,31081,17403,28.5,0,"[22640, 34218.1]",38.6,38.1,39.1,"Ben Hill County, Georgia",2.68,42.6,14.1,44.5,,0.9,41.7,7.1,44.8,9.7,48.4,35,31.2,42.9,26.6,41.15078746,7.459677419
529,238,194.4,449.5,41324,92596,18.7,21.59920515,"(40362.7, 42724.4]",41.1,39.4,42.7,"Lauderdale County, Alabama",2.35,52.4,12.7,24.5,,6,34.1,12.8,,7.1,69.3,52.5,46,34.1,17.1,50.13726303,5.10978957
94,40,180.7,426.9,35078,18963,26.7,0,"(34218.1, 37413.8]",39,37.1,41.4,"Berrien County, Georgia",2.71,51.1,26.1,41.4,28.9,3.6,38,7.2,43,13.8,49.2,34.6,27,37.8,22,49.42512216,5.015887426
